timestamp,demand_kw,voltage_a,voltage_b,voltage_c,temperature_celsius,humidity_percent
2008-01-01 6:45:00,1.287466667,241.8877308,241.8970315,242.0735517,5.2,95
2008-01-01 7:00:00,1.346666667,241.2597126,241.9247843,242.111369,5,95
2008-01-01 7:15:00,1.362666667,240.6187378,240.9988485,240.5511322,5,95
2008-01-01 7:30:00,1.278266667,240.6998987,241.2601431,240.9059121,5,95
2008-01-01 7:45:00,1.340933333,241.5235252,239.8238152,240.5301057,5,95
2008-01-01 8:00:00,1.373733333,241.7839262,241.5822585,241.4546217,5,95
2008-01-01 8:15:00,1.303066667,240.9153634,241.289154,241.2570969,5,95
2008-01-01 8:30:00,1.436933333,242.4708119,242.7551704,242.4763933,5,95
2008-01-01 8:45:00,1.386933333,241.5179537,241.805745,242.3945515,5,95
2008-01-01 9:00:00,1.290533333,242.5386553,241.4088861,241.6822532,5,95
2008-01-01 9:15:00,1.359333333,240.6801484,241.1102137,242.333957,5,95
2008-01-01 9:30:00,0.754,241.9123163,242.2124631,242.8911815,5,95
2008-01-01 9:45:00,0.7997333333,242.6212542,241.5622497,242.6350969,5,95
2008-01-01 10:00:00,0.5524,243.5769766,243.6805828,242.6231298,5.1,95
2008-01-01 10:15:00,0.4189333333,242.5091157,241.725689,241.8986011,5.1,95
2008-01-01 10:30:00,0.5894666667,241.1966249,241.4493764,241.9250244,5.1,95
2008-01-01 10:45:00,0.7828,239.5085033,239.1524215,240.0960214,5.1,95
2008-01-01 11:00:00,0.8118666667,239.4299984,240.7734763,240.6032245,5.3,92
2008-01-01 11:15:00,3.4164,239.6394034,239.8390642,239.9036527,5.3,92
2008-01-01 11:30:00,4.288266667,240.6553792,240.6470664,241.4506406,5.3,92
2008-01-01 11:45:00,2.091066667,244.151705,243.9137145,243.0596766,5.3,92
2008-01-01 12:00:00,2.089733333,241.4072949,240.7993814,240.6976386,5.8,88
2008-01-01 12:15:00,3.780133333,238.7079653,239.7603292,239.9552335,5.8,88
2008-01-01 12:30:00,1.347333333,242.1971711,241.8345825,241.6384067,5.8,88
2008-01-01 12:45:00,1.023466667,242.7460463,242.6517625,242.9013872,5.8,88
2008-01-01 13:00:00,3.095333333,239.1147184,239.3799274,238.6206053,6,85
2008-01-01 13:15:00,3.313733333,238.289921,237.524315,236.7347049,6,85
2008-01-01 13:30:00,2.358933333,239.3332831,238.7834321,238.4096188,6,85
2008-01-01 13:45:00,3.0232,238.9417427,238.6754349,238.3521954,6,85
2008-01-01 14:00:00,2.829466667,241.0370188,240.375733,240.9984818,6.1,83
2008-01-01 14:15:00,1.5084,243.2395211,243.8697551,243.6578758,6.1,83
2008-01-01 14:30:00,1.558666667,243.5050685,243.7231902,243.8109036,6.1,83
2008-01-01 14:45:00,1.3808,245.011662,243.7381069,244.8472062,6.1,83
2008-01-01 15:00:00,1.4868,244.5717049,243.8826388,244.2668883,5.8,83
2008-01-01 15:15:00,1.7108,244.0251201,244.4875246,244.344802,5.8,83
2008-01-01 15:30:00,0.7050666667,244.4681493,245.3100335,244.4132958,5.8,83
2008-01-01 15:45:00,0.294,244.5690404,245.387699,245.9458115,5.8,83
2008-01-01 16:00:00,0.3418666667,244.8883033,243.880551,244.544629,5.4,83
2008-01-01 16:15:00,0.4482666667,244.6729747,244.8855557,243.6775254,5.4,83
2008-01-01 16:30:00,1.014,244.1789288,243.8715829,244.2351331,5.4,83
2008-01-01 16:45:00,1.579066667,243.0069231,242.6630978,242.6310277,5.4,83
2008-01-01 17:00:00,1.552533333,239.2767362,239.2273006,239.4323849,4.7,85
2008-01-01 17:15:00,1.9448,237.0416961,238.048819,236.4823841,4.7,85
2008-01-01 17:30:00,2.056133333,237.420628,237.3143253,236.9447272,4.7,85
2008-01-01 17:45:00,2.7152,239.3141165,238.8091286,238.8387125,4.7,85
2008-01-01 18:00:00,3.327066667,236.8105449,236.79196,237.1771242,3.6,87
2008-01-01 18:15:00,2.703866667,240.0000896,238.7575303,240.7677216,3.6,87
2008-01-01 18:30:00,2.662533333,236.9311147,237.0666027,238.7302586,3.6,87
2008-01-01 18:45:00,2.8276,236.4765228,236.1213276,235.796766,3.6,87
2008-01-01 19:00:00,3.228266667,234.5031712,233.8284366,235.262414,2.5,89
2008-01-01 19:15:00,2.542933333,236.0754467,236.3675797,236.470968,2.5,89
2008-01-01 19:30:00,2.742266667,236.0306257,236.0562709,236.6042554,2.5,89
2008-01-01 19:45:00,3.515466667,236.5922607,237.5426618,237.6967071,2.5,89
2008-01-01 20:00:00,3.376933333,237.7838143,237.4088506,238.5293517,2,91
2008-01-01 20:15:00,2.795733333,237.1373673,237.4431115,237.4639546,2,91
2008-01-01 20:30:00,2.939333333,238.2630523,237.811647,237.8465324,2,91
2008-01-01 20:45:00,2.3804,237.4821117,237.1835684,237.5180833,2,91
2008-01-01 21:00:00,2.603333333,237.3661779,238.6608464,237.5313049,1.2,92
2008-01-01 21:15:00,4.065333333,237.2262093,237.3571439,237.0245183,1.2,92
2008-01-01 21:30:00,2.9244,240.8845976,239.8722377,240.4391925,1.2,92
2008-01-01 21:45:00,1.226266667,242.4912713,242.0020749,242.8415844,1.2,92
2008-01-01 22:00:00,0.9261333333,240.2782746,239.8376658,240.7781318,0.4,92
2008-01-01 22:15:00,0.9381333333,241.533637,241.9144088,240.9538753,0.4,92
2008-01-01 22:30:00,2.158533333,240.2316849,240.6742017,240.623654,0.4,92
2008-01-01 22:45:00,1.283333333,243.0972236,242.9940991,242.1321153,0.4,92
2008-01-01 23:00:00,0.4214666667,243.7480761,244.3120139,244.2135936,0.8,93
2008-01-01 23:15:00,0.3493333333,244.6738854,245.3830873,245.4490104,0.8,93
2008-01-01 23:30:00,0.4370666667,245.6915513,245.7591026,245.3387612,0.8,93
2008-01-01 23:45:00,0.3756,245.4040849,246.2528646,246.139399,0.8,93
2008-01-02 0:00:00,0.3338666667,246.0185875,245.5199821,245.5709505,1.4,92
2008-01-02 0:15:00,0.4598666667,246.3081415,246.1216148,246.9234344,1.4,92
2008-01-02 0:30:00,0.3854666667,246.0483011,246.2485347,247.0583362,1.4,92
2008-01-02 0:45:00,0.3342666667,244.0284358,242.7474857,244.3838826,1.4,92
2008-01-02 1:00:00,0.4290666667,241.5330832,241.8911302,242.5651968,1.5,91
2008-01-02 1:15:00,0.2809333333,240.5720429,240.8355775,241.3761898,1.5,91
2008-01-02 1:30:00,0.2822666667,240.7977785,240.9171178,241.2962157,1.5,91
2008-01-02 1:45:00,0.4282666667,240.1343086,240.291755,240.1248141,1.5,91
2008-01-02 2:00:00,0.2881333333,244.9747548,245.3124517,244.8471605,1.7,87
2008-01-02 2:15:00,0.3070666667,245.5864896,245.0861961,245.2012797,1.7,87
2008-01-02 2:30:00,0.4146666667,246.4827837,245.0841416,244.8541953,1.7,87
2008-01-02 2:45:00,0.2924,246.5552267,247.0093614,246.9167066,1.7,87
2008-01-02 3:00:00,0.4141333333,246.4758977,246.8291918,245.7967204,1.3,86
2008-01-02 3:15:00,0.4233333333,247.0258327,246.7897162,247.4322059,1.3,86
2008-01-02 3:30:00,0.2976,247.1718863,248.0044208,247.7082414,1.3,86
2008-01-02 3:45:00,0.3333333333,246.2394021,246.6320287,246.1513017,1.3,86
2008-01-02 4:00:00,0.3802666667,245.4551036,245.4478154,245.6791466,0.9,84
2008-01-02 4:15:00,0.3038666667,246.922459,246.0525934,246.5013963,0.9,84
2008-01-02 4:30:00,1.3484,244.8107709,245.1113384,245.2885913,0.9,84
2008-01-02 4:45:00,1.444533333,244.3496963,244.0703734,244.1609471,0.9,84
2008-01-02 5:00:00,0.3142666667,245.3630464,245.6108325,245.363277,0.4,84
2008-01-02 5:15:00,0.3265333333,245.2774282,245.3691087,245.273654,0.4,84
2008-01-02 5:30:00,0.432,246.1509369,245.8140901,245.9231946,0.4,84
2008-01-02 5:45:00,0.3802666667,247.0723699,246.7006561,246.6970773,0.4,84
2008-01-02 6:00:00,0.3257333333,247.7459644,247.2276758,246.9713172,0.5,82
2008-01-02 6:15:00,0.3556,245.3927756,245.2409689,246.1522047,0.5,82
2008-01-02 6:30:00,1.7688,243.6479241,243.0759133,243.6553316,0.5,82
2008-01-02 6:45:00,2.076666667,242.3665004,243.014672,242.9170803,0.5,82
2008-01-02 7:00:00,1.726133333,243.071419,242.4294969,242.554218,0.5,80
2008-01-02 7:15:00,2.198,243.453705,241.7494077,242.207809,0.5,80
2008-01-02 7:30:00,2.546133333,238.9882587,238.6939862,239.6147413,0.5,80
2008-01-02 7:45:00,2.0928,239.7664994,239.9070005,239.4847611,0.5,80
2008-01-02 8:00:00,1.998133333,238.5701764,238.6632573,238.5593192,0.3,79
2008-01-02 8:15:00,1.705466667,237.7321026,238.7911539,237.77596,0.3,79
2008-01-02 8:30:00,1.3892,238.6068681,239.284347,239.5321227,0.3,79
2008-01-02 8:45:00,1.4132,237.6801867,236.9179096,237.9111651,0.3,79
2008-01-02 9:00:00,1.336133333,238.64463,239.0295535,238.6174518,0.3,81
2008-01-02 9:15:00,1.475733333,242.2977833,242.6477809,242.3851421,0.3,81
2008-01-02 9:30:00,1.6544,241.1842591,241.290742,241.8039965,0.3,81
2008-01-02 9:45:00,1.654533333,241.2488038,241.0547049,240.4655674,0.3,81
2008-01-02 10:00:00,1.602533333,239.145536,239.5770761,239.3042741,1,80
2008-01-02 10:15:00,1.8324,239.3744057,239.81043,239.3281965,1,80
2008-01-02 10:30:00,1.4968,240.7387494,241.2091519,240.2956457,1,80
2008-01-02 10:45:00,1.551066667,239.6727777,239.3998979,239.8075748,1,80
2008-01-02 11:00:00,1.668,241.688357,241.9894269,241.2780435,1.3,73
2008-01-02 11:15:00,1.402,242.8308809,242.2000512,242.3346188,1.3,73
2008-01-02 11:30:00,1.538266667,241.0919659,241.3882021,241.5581312,1.3,73
2008-01-02 11:45:00,1.423333333,241.5044186,241.3760477,241.8165112,1.3,73
2008-01-02 12:00:00,1.335866667,239.8882806,240.5322703,239.7122533,2.7,67
2008-01-02 12:15:00,1.436,240.422487,240.6713924,239.8569668,2.7,67
2008-01-02 12:30:00,1.4048,240.0153722,239.6716785,240.7211809,2.7,67
2008-01-02 12:45:00,1.354933333,240.8104612,241.0582388,241.2219984,2.7,67
2008-01-02 13:00:00,1.434666667,240.536207,240.7256357,239.950462,2,70
2008-01-02 13:15:00,1.436,240.2169764,240.0735485,239.9312592,2,70
2008-01-02 13:30:00,1.449066667,242.4707218,242.349894,241.4389219,2,70
2008-01-02 13:45:00,1.444133333,241.7105684,240.8489198,240.667802,2,70
2008-01-02 14:00:00,1.4368,242.8819889,242.8525354,242.7738574,2,70
2008-01-02 14:15:00,1.397466667,244.7818475,244.0661407,244.1401787,2,70
2008-01-02 14:30:00,0.6481333333,246.4778826,245.6020071,246.6385435,2,70
2008-01-02 14:45:00,0.3752,245.9778752,245.7333512,246.8662631,2,70
2008-01-02 15:00:00,0.4994666667,247.1535985,245.896356,246.4601577,1.1,72
2008-01-02 15:15:00,0.4044,246.2098915,245.6541656,245.14315,1.1,72
2008-01-02 15:30:00,0.3922666667,245.6265801,245.7837083,245.5282699,1.1,72
2008-01-02 15:45:00,0.3369333333,246.1207825,246.2845386,245.982907,1.1,72
2008-01-02 16:00:00,0.4253333333,244.3160599,244.3464518,244.677408,0.6,74
2008-01-02 16:15:00,0.4634666667,244.7735214,245.0611164,243.5838704,0.6,74
2008-01-02 16:30:00,0.3128,247.557368,246.8182109,246.6502036,0.6,74
2008-01-02 16:45:00,0.3390666667,245.8780263,246.4449727,245.7636707,0.6,74
2008-01-02 17:00:00,0.3621333333,243.9995193,243.7780144,244.2216594,0.3,74
2008-01-02 17:15:00,0.4714666667,242.3224181,241.7326371,242.4540413,0.3,74
2008-01-02 17:30:00,0.6528,240.7325937,240.2150259,240.2332971,0.3,74
2008-01-02 17:45:00,0.6872,239.6928902,238.6130086,238.9422669,0.3,74
2008-01-02 18:00:00,0.6412,239.554242,239.832265,239.7302741,0.2,75
2008-01-02 18:15:00,0.6224,238.3688187,238.65002,238.7436325,0.2,75
2008-01-02 18:30:00,1.4776,236.3943852,236.4578874,237.6166551,0.2,75
2008-01-02 18:45:00,1.808533333,237.111552,237.5322429,238.1126178,0.2,75
2008-01-02 19:00:00,1.7952,236.6826376,236.8701606,237.403539,0,75
2008-01-02 19:15:00,1.8836,238.7335184,239.4125201,238.7288546,0,75
2008-01-02 19:30:00,2.6236,240.0418442,239.9479902,239.7653175,0,75
2008-01-02 19:45:00,0.4466666667,242.5582325,242.1905038,241.6277014,0,75
2008-01-02 20:00:00,0.7422666667,241.4411842,241.6281127,240.9874446,-0.3,76
2008-01-02 20:15:00,1.547333333,239.680757,238.5994356,239.4830124,-0.3,76
2008-01-02 20:30:00,1.436933333,238.3142378,237.656854,237.8599153,-0.3,76
2008-01-02 20:45:00,1.459333333,240.1734095,238.8088874,238.8685567,-0.3,76
2008-01-02 21:00:00,0.4077333333,240.100217,240.3011113,239.195327,-0.5,77
2008-01-02 21:15:00,1.315066667,239.5202791,240.4610983,239.8622021,-0.5,77
2008-01-02 21:30:00,2.254266667,239.024765,238.6609435,239.0290498,-0.5,77
2008-01-02 21:45:00,2.126266667,238.8857793,238.9684024,238.9674616,-0.5,77
2008-01-02 22:00:00,1.837066667,237.9194417,237.0368409,237.9102261,-0.8,79
2008-01-02 22:15:00,1.720266667,241.7526336,241.6379646,241.067301,-0.8,79
2008-01-02 22:30:00,2.479466667,242.0209569,241.9877117,241.3776513,-0.8,79
2008-01-02 22:45:00,3.016133333,241.8318937,241.0888757,241.9248774,-0.8,79
2008-01-02 23:00:00,2.6704,242.1036095,242.9346874,242.5074871,-1,79
2008-01-02 23:15:00,2.096133333,243.7769854,245.2433928,244.2101539,-1,79
2008-01-02 23:30:00,1.985733333,245.1704016,245.3432172,245.2281575,-1,79
2008-01-02 23:45:00,1.8476,244.7207128,244.3987833,244.113553,-1,79
2008-01-03 0:00:00,0.5656,245.6143422,246.1836023,244.5374996,-1.3,80
2008-01-03 0:15:00,0.3709333333,245.1060842,245.1598173,245.6491338,-1.3,80
2008-01-03 0:30:00,0.4830666667,244.6805981,244.1071818,243.9025531,-1.3,80
2008-01-03 0:45:00,0.3510666667,246.4620595,245.9109441,245.8893383,-1.3,80
2008-01-03 1:00:00,0.4028,245.0215975,245.4360203,245.563716,-1.4,81
2008-01-03 1:15:00,0.3797333333,245.323843,245.2701538,245.1468462,-1.4,81
2008-01-03 1:30:00,0.3532,244.8801939,244.6050194,245.5416116,-1.4,81
2008-01-03 1:45:00,0.3653333333,245.2049967,245.5841171,245.3605548,-1.4,81
2008-01-03 2:00:00,0.4848,246.9750043,246.5711943,246.6289648,-0.9,79
2008-01-03 2:15:00,1.484933333,246.204353,245.73069,246.0250144,-0.9,79
2008-01-03 2:30:00,1.422266667,247.4173731,246.5841653,246.9132793,-0.9,79
2008-01-03 2:45:00,1.108133333,248.3582109,247.5418021,248.3554442,-0.9,79
2008-01-03 3:00:00,0.3690666667,247.5513821,247.2709086,248.459385,-0.8,80
2008-01-03 3:15:00,0.3116,247.9673121,248.2886795,249.0140203,-0.8,80
2008-01-03 3:30:00,0.3564,248.2830992,247.1713226,247.3242526,-0.8,80
2008-01-03 3:45:00,0.3688,248.7958703,248.9024183,248.9184869,-0.8,80
2008-01-03 4:00:00,0.3268,249.3444381,248.8607036,248.6710577,-0.7,81
2008-01-03 4:15:00,0.4088,250.0897292,248.3022657,248.5560711,-0.7,81
2008-01-03 4:30:00,0.4222666667,247.8915674,247.4667223,247.5249517,-0.7,81
2008-01-03 4:45:00,0.3330666667,246.8863379,246.2654821,246.065417,-0.7,81
2008-01-03 5:00:00,0.3257333333,245.5666341,245.705852,245.6656232,-0.6,86
2008-01-03 5:15:00,0.3614666667,246.8217927,245.9204933,245.7738246,-0.6,86
2008-01-03 5:30:00,0.3409333333,246.2661288,245.6775074,247.2238025,-0.6,86
2008-01-03 5:45:00,0.3169333333,245.9575361,245.6697175,245.9000241,-0.6,86
2008-01-03 6:00:00,0.3765333333,245.031562,245.1561875,245.4554269,-0.3,89
2008-01-03 6:15:00,0.3458666667,245.6874316,245.9558308,245.7271336,-0.3,89
2008-01-03 6:30:00,0.946,244.1315864,244.6724598,244.1832288,-0.3,89
2008-01-03 6:45:00,1.584,242.64551,242.1108122,242.8194903,-0.3,89
2008-01-03 7:00:00,0.9068,244.4635964,243.693525,242.7948117,0.2,90
2008-01-03 7:15:00,0.8118666667,241.3477307,241.7281254,240.8050702,0.2,90
2008-01-03 7:30:00,0.786,240.3661504,240.0908922,240.0958996,0.2,90
2008-01-03 7:45:00,1.018933333,239.5516112,239.7207222,239.9416797,0.2,90
2008-01-03 8:00:00,2.196266667,238.398964,238.670798,238.1991199,0.6,91
2008-01-03 8:15:00,2.2416,240.0560278,239.5566052,238.8569751,0.6,91
2008-01-03 8:30:00,1.828266667,240.682926,240.1576817,241.195902,0.6,91
2008-01-03 8:45:00,1.637866667,239.1990148,239.0727149,240.503276,0.6,91
2008-01-03 9:00:00,1.350933333,239.13478,239.794454,239.4333897,1.2,93
2008-01-03 9:15:00,0.5606666667,241.7944857,241.2848165,241.4186218,1.2,93
2008-01-03 9:30:00,0.5897333333,241.663335,242.4474139,242.1824149,1.2,93
2008-01-03 9:45:00,0.69,241.0254064,240.6834728,241.0915256,1.2,93
2008-01-03 10:00:00,0.5633333333,241.3785073,241.9439809,241.1239038,1.9,93
2008-01-03 10:15:00,0.5588,242.8487798,242.7152247,243.6878344,1.9,93
2008-01-03 10:30:00,0.6237333333,244.8367748,244.534736,244.3815605,1.9,93
2008-01-03 10:45:00,0.5648,242.9852636,242.7784673,243.0343089,1.9,93
2008-01-03 11:00:00,1.354266667,241.1946858,242.2859085,242.9061535,2.6,92
2008-01-03 11:15:00,2.112666667,241.4172378,240.8815223,241.6817621,2.6,92
2008-01-03 11:30:00,1.745466667,241.6301961,242.2561468,241.6327084,2.6,92
2008-01-03 11:45:00,1.849466667,240.911595,240.8717677,240.5635803,2.6,92
2008-01-03 12:00:00,2.5952,240.162699,240.3733376,240.9423037,3.6,91
2008-01-03 12:15:00,1.458266667,241.0017019,240.0930354,240.5801384,3.6,91
2008-01-03 12:30:00,0.8878666667,240.7352443,240.0070021,240.3852465,3.6,91
2008-01-03 12:45:00,0.5212,242.1589232,241.268267,241.0569036,3.6,91
2008-01-03 13:00:00,0.6785333333,241.5272,242.2695421,242.9725255,4.2,90
2008-01-03 13:15:00,0.4694666667,242.7141411,242.6554021,243.0479217,4.2,90
2008-01-03 13:30:00,0.4032,244.8936079,244.906809,245.3756881,4.2,90
2008-01-03 13:45:00,0.2949333333,244.6306685,244.6698261,244.2458375,4.2,90
2008-01-03 14:00:00,0.3304,246.6904544,246.5571806,246.3964035,4.6,87
2008-01-03 14:15:00,0.3334666667,246.8369084,246.675075,246.7946386,4.6,87
2008-01-03 14:30:00,0.366,247.2086022,247.8649832,246.9667221,4.6,87
2008-01-03 14:45:00,0.3968,245.7697045,245.0779414,245.5622123,4.6,87
2008-01-03 15:00:00,0.3345333333,244.9149703,243.9466626,243.5199786,4.9,87
2008-01-03 15:15:00,0.5210666667,246.3119427,245.4082731,245.8727707,4.9,87
2008-01-03 15:30:00,0.8377333333,247.2102835,248.0486761,248.2327444,4.9,87
2008-01-03 15:45:00,0.9377333333,246.7107613,246.4127176,247.0163777,4.9,87
2008-01-03 16:00:00,0.954,247.5347767,247.2995656,246.1348076,5,87
2008-01-03 16:15:00,0.968,246.9175487,246.9052715,247.3550307,5,87
2008-01-03 16:30:00,1.198666667,244.0957187,244.3227768,244.279506,5,87
2008-01-03 16:45:00,0.6644,246.0525853,246.5622824,245.6138405,5,87
2008-01-03 17:00:00,1.8256,243.531548,243.9491622,244.1807572,4.5,88
2008-01-03 17:15:00,2.364266667,239.8258803,240.4428935,240.0923294,4.5,88
2008-01-03 17:30:00,1.777466667,239.0460964,240.8428187,239.5951136,4.5,88
2008-01-03 17:45:00,2.8164,238.2916922,238.1079147,239.3153242,4.5,88
2008-01-03 18:00:00,3.0176,237.0596777,237.2232508,236.9214959,4.4,86
2008-01-03 18:15:00,2.649333333,236.6471642,237.4342061,236.8826486,4.4,86
2008-01-03 18:30:00,2.4724,237.3812518,236.9156386,236.333946,4.4,86
2008-01-03 18:45:00,1.4004,235.945103,236.6688597,237.1423747,4.4,86
2008-01-03 19:00:00,1.59,237.1693133,237.4417235,238.0304945,4.2,87
2008-01-03 19:15:00,2.170266667,235.6168333,235.5602893,235.7705747,4.2,87
2008-01-03 19:30:00,2.33,237.9499063,237.3612626,237.0848519,4.2,87
2008-01-03 19:45:00,2.930933333,235.913862,236.0093445,237.8691038,4.2,87
2008-01-03 20:00:00,2.7704,237.0600904,236.4303718,236.5285994,4.8,84
2008-01-03 20:15:00,1.676533333,237.2232715,236.5648251,236.925006,4.8,84
2008-01-03 20:30:00,1.9868,236.2109878,236.4287342,237.1137684,4.8,84
2008-01-03 20:45:00,3.836,236.2112799,235.7374708,235.9488349,4.8,84
2008-01-03 21:00:00,1.424933333,238.9675769,238.5834017,239.818727,4.7,84
2008-01-03 21:15:00,0.4742666667,237.7572357,237.5539297,237.6464812,4.7,84
2008-01-03 21:30:00,1.580133333,238.6760776,238.7658414,238.5633136,4.7,84
2008-01-03 21:45:00,1.4036,240.1126089,240.1428684,240.9757636,4.7,84
2008-01-03 22:00:00,0.3208,241.6244161,241.3841415,241.7929941,4.7,84
2008-01-03 22:15:00,0.4961333333,244.3079588,243.3765917,243.8766576,4.7,84
2008-01-03 22:30:00,0.5217333333,244.4250409,243.5772958,243.2961767,4.7,84
2008-01-03 22:45:00,0.7933333333,245.0636497,246.1361564,245.1094853,4.7,84
2008-01-03 23:00:00,0.554,247.495865,247.0583628,245.9533704,4.7,83
2008-01-03 23:15:00,0.3744,245.9595605,247.0060807,247.2753079,4.7,83
2008-01-03 23:30:00,0.3670666667,246.6256967,246.5611807,247.04753,4.7,83
2008-01-03 23:45:00,0.34,245.4060761,245.3928756,245.3758158,4.7,83
2008-01-04 0:00:00,0.8305333333,244.837113,244.4103576,244.2134057,4.8,85
2008-01-04 0:15:00,1.3288,243.0437852,243.1893365,243.1930219,4.8,85
2008-01-04 0:30:00,0.9033333333,242.9930117,242.7525316,243.2334246,4.8,85
2008-01-04 0:45:00,0.2870666667,242.8428162,243.4734316,243.6319777,4.8,85
2008-01-04 1:00:00,0.2312,243.3107859,243.9270027,243.7384568,4.9,87
2008-01-04 1:15:00,0.3201333333,243.2556543,242.8577263,242.9326927,4.9,87
2008-01-04 1:30:00,0.2857333333,244.3293236,244.9477302,243.7509419,4.9,87
2008-01-04 1:45:00,0.2326666667,243.9468573,244.4442982,244.6644212,4.9,87
2008-01-04 2:00:00,0.3405333333,245.3121533,245.0676357,244.7820831,5.2,88
2008-01-04 2:15:00,0.3736,246.2062848,246.1801041,245.4336152,5.2,88
2008-01-04 2:30:00,0.2541333333,247.7991213,246.8653043,247.0352871,5.2,88
2008-01-04 2:45:00,0.3217333333,247.2099996,246.5242407,247.2342623,5.2,88
2008-01-04 3:00:00,0.2954666667,247.4862856,247.8347463,248.1815567,5.4,91
2008-01-04 3:15:00,0.2402666667,247.9599185,248.1911274,247.0055293,5.4,91
2008-01-04 3:30:00,0.3186666667,247.8289488,247.7580599,247.4514756,5.4,91
2008-01-04 3:45:00,0.2877333333,247.6853333,247.1101265,246.82901,5.4,91
2008-01-04 4:00:00,0.2457333333,245.2819276,245.3231423,245.469432,5.4,91
2008-01-04 4:15:00,0.3153333333,245.9087973,245.8958521,246.1208161,5.4,91
2008-01-04 4:30:00,0.2777333333,246.8402825,246.3230211,245.7820343,5.4,91
2008-01-04 4:45:00,0.268,246.3897929,246.6633865,246.6604466,5.4,91
2008-01-04 5:00:00,0.3898666667,245.7501938,244.872272,245.8802442,5.8,90
2008-01-04 5:15:00,0.2949333333,245.2023466,244.275785,245.7539746,5.8,90
2008-01-04 5:30:00,0.3313333333,246.1707101,245.844873,245.8882537,5.8,90
2008-01-04 5:45:00,0.3032,247.5491163,246.8156613,247.5402017,5.8,90
2008-01-04 6:00:00,0.2726666667,246.3954374,245.4936967,246.1400656,6.1,91
2008-01-04 6:15:00,0.2841333333,246.3920793,246.0009468,245.8039356,6.1,91
2008-01-04 6:30:00,0.3032,245.0001321,244.9032148,244.3719163,6.1,91
2008-01-04 6:45:00,4.1212,240.5247851,240.8420483,240.8754303,6.1,91
2008-01-04 7:00:00,2.69,239.9588788,239.86185,240.0043935,6.6,90
2008-01-04 7:15:00,2.6776,237.2770466,237.8600565,237.8250559,6.6,90
2008-01-04 7:30:00,2.85,236.5898749,236.0279196,236.1413649,6.6,90
2008-01-04 7:45:00,3.417466667,237.3834356,237.2364417,237.5429031,6.6,90
2008-01-04 8:00:00,2.2592,237.8523149,238.0853478,237.7007446,6.2,93
2008-01-04 8:15:00,4.409466667,233.9344873,233.4531282,233.7620774,6.2,93
2008-01-04 8:30:00,3.150666667,235.5738007,235.7530781,235.7138646,6.2,93
2008-01-04 8:45:00,2.0352,239.0989076,238.9954219,238.8716684,6.2,93
2008-01-04 9:00:00,1.398533333,238.4712922,238.9669489,238.9158563,6.2,92
2008-01-04 9:15:00,1.469333333,239.5496151,240.8896318,240.0334352,6.2,92
2008-01-04 9:30:00,2.1364,239.2078166,237.8661832,238.8865566,6.2,92
2008-01-04 9:45:00,1.851066667,239.5475815,238.9074435,239.690396,6.2,92
